
07-03-2017_time_11:18:40	0001LOGMEL.cfg	logmel	8	3,3	1,1	128	tanh	tanh	32	adam	13	0.4985	0.7142	0.583	0.287
07-03-2017_time_11:19:01	0001MFCCSPECS.cfg	mel_coefficients	8	3,3	1,1	128	tanh	tanh	32	adam	15	0.3441	0.6285	0.576	0.274
07-03-2017_time_11:19:27	0001SPECS.cfg	spectrograms	8	3,3	1,1	128	tanh	tanh	32	adam	15	0.2314	0.6323	0.576	0.279
07-03-2017_time_11:20:12	0002LOGMEL.cfg	logmel	8	3,3	1,1	256	tanh	tanh	32	adam	24	0.0273	0.5844	0.565	0.294
07-03-2017_time_11:20:49	0002MFCCSPECS.cfg	mel_coefficients	8	3,3	1,1	256	tanh	tanh	32	adam	26	0.0254	0.6663	0.548	0.300
07-03-2017_time_11:21:31	0002SPECS.cfg	spectrograms	8	3,3	1,1	256	tanh	tanh	32	adam	15	0.2260	0.6607	0.523	0.251
07-03-2017_time_11:22:33	0003LOGMEL.cfg	logmel	8	3,3	1,1	512	tanh	tanh	32	adam	23	0.3940	0.9471	0.576	0.309
07-03-2017_time_11:23:12	0003MFCCSPECS.cfg	mel_coefficients	8	3,3	1,1	512	tanh	tanh	32	adam	19	0.4245	1.0086	0.580	0.320
07-03-2017_time_11:23:46	0003SPECS.cfg	spectrograms	8	3,3	1,1	512	tanh	tanh	32	adam	34	0.0095	0.5907	0.576	0.280
07-03-2017_time_11:26:58	0004LOGMEL.cfg	logmel	8	3,3	1,1	128,256	tanh	tanh	32	adam	7	0.1925	0.3164	0.534	0.254
07-03-2017_time_11:27:15	0004MFCCSPECS.cfg	mel_coefficients	8	3,3	1,1	128,256	tanh	tanh	32	adam	8	0.1125	0.2587	0.541	0.261
07-03-2017_time_11:27:33	0004SPECS.cfg	spectrograms	8	3,3	1,1	128,256	tanh	tanh	32	adam	11	0.1561	0.5661	0.562	0.262
07-03-2017_time_11:28:11	0005LOGMEL.cfg	logmel	8	3,3	1,1	256,512	tanh	tanh	32	adam	10	0.0714	0.3115	0.541	0.268
07-03-2017_time_11:28:38	0005MFCCSPECS.cfg	mel_coefficients	8	3,3	1,1	256,512	tanh	tanh	32	adam	10	0.0789	0.3359	0.534	0.266
07-03-2017_time_11:29:05	0005SPECS.cfg	spectrograms	8	3,3	1,1	256,512	tanh	tanh	32	adam	18	0.0423	0.5680	0.548	0.300
07-03-2017_time_11:30:03	0006LOGMEL.cfg	logmel	8	3,3	1,1	512,512	tanh	tanh	32	adam	10	0.0645	0.5112	0.555	0.286
07-03-2017_time_11:30:41	0006MFCCSPECS.cfg	mel_coefficients	8	3,3	1,1	512,512	tanh	tanh	32	adam	15	0.0071	0.5541	0.555	0.288
07-03-2017_time_11:31:32	0006SPECS.cfg	spectrograms	8	3,3	1,1	512,512	tanh	tanh	32	adam	9	0.3863	0.6578	0.562	0.267
07-03-2017_time_11:32:47	0007LOGMEL.cfg	logmel	8	3,3	1,1	1024	tanh	tanh	32	adam	0	6.0643	5.0022	0.569	0.250
07-03-2017_time_11:33:12	0007MFCCSPECS.cfg	mel_coefficients	8	3,3	1,1	1024	tanh	tanh	32	adam	0	6.0643	5.0022	0.569	0.250
07-03-2017_time_11:33:36	0007SPECS.cfg	spectrograms	8	3,3	1,1	1024	tanh	tanh	32	adam	59	0.3212	0.8252	0.558	0.282
07-03-2017_time_11:41:20	0008LOGMEL.cfg	logmel	8	3,3	3,3	128	tanh	tanh	32	adam	99	0.5980	0.6374	0.583	0.297
07-03-2017_time_11:41:36	0008MFCCSPECS.cfg	mel_coefficients	8	3,3	3,3	128	tanh	tanh	32	adam	94	0.6148	0.6959	0.590	0.306
07-03-2017_time_11:41:53	0008SPECS.cfg	spectrograms	8	3,3	3,3	128	tanh	tanh	32	adam	99	2.0530	1.4092	0.597	0.307
07-03-2017_time_11:42:15	0009LOGMEL.cfg	logmel	8	3,3	3,3	256	tanh	tanh	32	adam	94	0.6331	0.7902	0.562	0.305
07-03-2017_time_11:42:35	0009MFCCSPECS.cfg	mel_coefficients	8	3,3	3,3	256	tanh	tanh	32	adam	94	0.6072	0.8359	0.562	0.295
07-03-2017_time_11:42:53	0009SPECS.cfg	spectrograms	8	3,3	3,3	256	tanh	tanh	32	adam	39	2.4569	1.7467	0.569	0.250
07-03-2017_time_11:43:11	0010LOGMEL.cfg	logmel	8	3,3	3,3	512	tanh	tanh	32	adam	0	6.2960	5.0022	0.569	0.250
07-03-2017_time_11:43:22	0010MFCCSPECS.cfg	mel_coefficients	8	3,3	3,3	512	tanh	tanh	32	adam	0	6.2960	5.0022	0.569	0.250
07-03-2017_time_11:43:32	0010SPECS.cfg	spectrograms	8	3,3	3,3	512	tanh	tanh	32	adam	98	2.3945	1.8536	0.597	0.319
07-03-2017_time_11:44:06	0011LOGMEL.cfg	logmel	8	3,3	3,3	128,256	tanh	tanh	32	adam	7	1.0414	0.8873	0.569	0.250
07-03-2017_time_11:44:17	0011MFCCSPECS.cfg	mel_coefficients	8	3,3	3,3	128,256	tanh	tanh	32	adam	7	1.0414	0.8873	0.569	0.250
07-03-2017_time_11:44:28	0011SPECS.cfg	spectrograms	8	3,3	3,3	128,256	tanh	tanh	32	adam	26	1.0334	0.8861	0.569	0.250
07-03-2017_time_11:44:43	0012LOGMEL.cfg	logmel	8	3,3	3,3	256,512	tanh	tanh	32	adam	21	0.1453	0.2428	0.576	0.330
07-03-2017_time_11:44:56	0012MFCCSPECS.cfg	mel_coefficients	8	3,3	3,3	256,512	tanh	tanh	32	adam	36	0.0973	0.2078	0.551	0.319
07-03-2017_time_11:45:10	0012SPECS.cfg	spectrograms	8	3,3	3,3	256,512	tanh	tanh	32	adam	18	1.0419	0.8861	0.569	0.250
07-03-2017_time_11:45:26	0013LOGMEL.cfg	logmel	8	3,3	3,3	512,512	tanh	tanh	32	adam	62	0.0787	0.2549	0.562	0.306
07-03-2017_time_11:45:45	0013MFCCSPECS.cfg	mel_coefficients	8	3,3	3,3	512,512	tanh	tanh	32	adam	53	0.2898	0.2735	0.555	0.305
07-03-2017_time_11:46:04	0013SPECS.cfg	spectrograms	8	3,3	3,3	512,512	tanh	tanh	32	adam	12	0.9917	0.8462	0.569	0.250
07-03-2017_time_11:46:24	0014LOGMEL.cfg	logmel	8	3,3	3,3	1024	tanh	tanh	32	adam	99	2.2431	1.6803	0.544	0.275
07-03-2017_time_11:47:02	0014MFCCSPECS.cfg	mel_coefficients	8	3,3	3,3	1024	tanh	tanh	32	adam	99	2.2402	1.6786	0.548	0.278
07-03-2017_time_11:47:42	0014SPECS.cfg	spectrograms	8	3,3	3,3	1024	tanh	tanh	32	adam	0	5.9169	5.0022	0.569	0.250
07-03-2017_time_11:47:56	0015LOGMEL.cfg	logmel	8	5,5	1,1	128	tanh	tanh	32	adam	16	0.0233	0.5279	0.551	0.309
07-03-2017_time_11:48:24	0015MFCCSPECS.cfg	mel_coefficients	8	5,5	1,1	128	tanh	tanh	32	adam	21	0.0172	0.5286	0.548	0.286
07-03-2017_time_11:48:55	0015SPECS.cfg	spectrograms	8	5,5	1,1	128	tanh	tanh	32	adam	16	0.1230	0.5037	0.572	0.299
07-03-2017_time_11:49:52	0016LOGMEL.cfg	logmel	8	5,5	1,1	256	tanh	tanh	32	adam	12	0.0305	0.5439	0.537	0.305
07-03-2017_time_11:50:33	0016MFCCSPECS.cfg	mel_coefficients	8	5,5	1,1	256	tanh	tanh	32	adam	12	0.0306	0.5436	0.537	0.305
07-03-2017_time_11:51:12	0016SPECS.cfg	spectrograms	8	5,5	1,1	256	tanh	tanh	32	adam	39	0.0132	0.3086	0.580	0.285
07-03-2017_time_11:53:19	0017LOGMEL.cfg	logmel	8	5,5	1,1	512	tanh	tanh	32	adam	12	0.0266	0.4435	0.565	0.284
07-03-2017_time_11:54:15	0017MFCCSPECS.cfg	mel_coefficients	8	5,5	1,1	512	tanh	tanh	32	adam	12	0.0263	0.4845	0.551	0.264
07-03-2017_time_11:55:17	0017SPECS.cfg	spectrograms	8	5,5	1,1	512	tanh	tanh	32	adam	29	0.0043	0.4278	0.569	0.275
07-03-2017_time_11:59:36	0018LOGMEL.cfg	logmel	8	5,5	1,1	128,256	tanh	tanh	32	adam	6	0.1499	0.4999	0.565	0.307
07-03-2017_time_11:59:56	0018MFCCSPECS.cfg	mel_coefficients	8	5,5	1,1	128,256	tanh	tanh	32	adam	6	0.1499	0.5006	0.565	0.307
07-03-2017_time_12:00:16	0018SPECS.cfg	spectrograms	8	5,5	1,1	128,256	tanh	tanh	32	adam	5	0.2362	0.5258	0.572	0.293
07-03-2017_time_12:00:53	0019LOGMEL.cfg	logmel	8	5,5	1,1	256,512	tanh	tanh	32	adam	3	0.3691	0.6507	0.604	0.351
07-03-2017_time_12:01:12	0019MFCCSPECS.cfg	mel_coefficients	8	5,5	1,1	256,512	tanh	tanh	32	adam	3	0.3691	0.6507	0.604	0.351
07-03-2017_time_12:01:30	0019SPECS.cfg	spectrograms	8	5,5	1,1	256,512	tanh	tanh	32	adam	9	0.1340	0.5443	0.604	0.344
07-03-2017_time_12:02:26	0020LOGMEL.cfg	logmel	8	5,5	1,1	512,512	tanh	tanh	32	adam	11	0.0139	0.4914	0.537	0.278
